record_id,age_years,income_value,tenure_months,monthly_spend,purchase_rate,order_value,promo_usage_rate,return_rate,browse_minutes,support_contacts,payment_channel,market_area
R21908,42,0.0,1,0.0,0.17,200.06,0.53,0.21,50.15,3,Channel_A,Area_A
R21019,64,0.0,1,1.58,0.13,188.84,0.58,0.23,22.09,1,Channel_A,Area_A
R07569,18,18396.98,1,27.42,2.42,43.74,0.06,0.3,36.68,1,Channel_A,Area_A
R43484,44,0.0,1,0.0,0.08,166.62,0.48,0.22,0.02,0,Channel_A,Area_A
R09703,37,41370.93,15,34.42,7.15,21.99,0.44,0.09,39.87,0,Channel_B,Area_C
R41923,31,27328.29,12,169.33,4.1,48.76,0.69,0.51,61.38,4,Channel_A,Area_A
R45353,67,57775.98,72,353.0,8.96,1.55,0.18,0.11,51.97,1,Channel_B,Area_B
R02127,47,44887.87,59,8.67,1.28,43.52,0.43,0.05,88.02,1,Channel_C,Area_C
R25584,39,111010.34,72,1191.79,18.09,16.71,0.06,0.2,60.77,3,Channel_A,Area_B
R31473,65,41852.67,48,164.07,2.06,64.18,0.33,0.06,44.62,1,Channel_B,Area_A
R17061,41,32841.22,21,195.83,1.14,82.57,0.51,0.24,26.31,1,Channel_C,Area_A
R48816,18,90122.67,1,4.77,0.0,96.04,,0.11,29.17,7,Channel_A,Area_A
R13813,53,75025.64,72,650.33,10.57,28.12,0.0,0.0,21.41,1,Channel_A,Area_B
R39147,45,44568.58,18,121.08,5.01,59.36,0.06,0.1,35.76,0,Channel_B,Area_A
R21362,28,0.0,36,98.76,1.09,65.37,0.43,0.22,55.09,,Channel_C,Area_A
R43083,40,5463.4,46,137.61,1.2,87.84,0.12,0.21,35.12,0,Channel_A,Area_A
R14228,51,720.94,1,33.23,,230.97,0.59,0.17,0.0,1,Channel_A,Area_B
R48092,36,13305.87,55,91.66,1.72,70.55,0.11,0.06,72.39,2,Channel_B,Area_A
R43082,66,95790.13,72,1146.62,18.67,0.86,0.02,0.09,60.39,4,Channel_B,Area_B
R25350,63,0.0,1,7.15,0.08,193.87,0.9,0.03,1.19,0,Channel_C,Area_A
R40013,42,11344.01,46,82.57,0.06,116.83,0.23,0.03,16.05,0,Channel_C,Area_A
R43397,66,104490.19,72,1198.3,20.84,4.23,0.4,0.35,102.26,0,Channel_B,Area_A
R11510,22,44790.34,72,618.46,10.03,26.9,0.38,0.11,74.38,1,Channel_B,Area_A
R24478,26,68060.65,72,483.12,9.82,21.6,0.0,0.0,68.55,3,Channel_C,Area_A
R11310,22,712.87,1,96.43,0.0,401.38,0.48,0.12,75.74,4,Channel_C,Area_C
R22751,40,0.0,1,,0.18,158.04,0.37,0.27,107.03,3,Channel_A,Area_B
R31442,53,0.0,1,0.0,4.59,71.26,0.64,0.56,0.0,0,Channel_A,Area_B
R24704,62,101531.45,72,1201.79,17.24,34.38,0.0,0.06,86.57,1,Channel_B,Area_B
R24921,18,53959.27,72,540.02,14.36,0.0,0.6,0.14,51.53,3,Channel_A,Area_C
R48233,34,116881.43,72,1440.97,17.53,67.73,0.3,0.17,76.39,2,Channel_C,Area_A
R25836,27,0.0,1,174.45,2.14,69.9,0.6,0.02,106.76,1,Channel_A,Area_A
R48653,68,7206.15,13,0.0,,36.32,0.24,0.02,53.71,1,Channel_A,Area_A
R28966,18,13631.87,1,269.76,10.14,54.61,0.37,0.17,24.58,2,Channel_A,Area_B
R26286,50,0.0,1,83.78,0.0,260.6,0.67,0.33,118.9,1,Channel_A,Area_B
R45531,21,497.7,1,5.26,0.03,140.69,0.46,0.13,35.93,3,Channel_A,Area_B
R39492,36,97529.44,72,652.74,20.59,4.63,0.56,0.21,70.62,3,Channel_A,Area_B
R18516,23,54295.28,72,323.78,11.37,0.61,0.29,0.23,76.64,2,Channel_C,Area_B
R36704,49,107142.14,72,564.81,9.04,26.05,0.09,0.19,60.45,1,Channel_A,Area_B
R18686,64,172922.33,72,993.66,28.64,0.05,0.16,0.04,88.11,2,Channel_A,Area_A
R44728,70,84.5,1,3.1,0.0,98.02,0.36,0.19,108.64,2,Channel_B,Area_A
R03929,67,14737.94,1,47.38,4.77,36.05,0.27,0.01,22.86,1,Channel_A,Area_A
R41464,64,70733.43,72,593.63,10.24,33.68,0.48,0.21,45.7,1,Channel_B,Area_C
R37430,56,108237.7,72,1474.53,19.94,22.8,0.37,,125.57,0,Channel_C,Area_B
R17417,18,3366.38,1,205.63,0.78,89.12,0.18,0.32,23.12,0,Channel_A,Area_A
R08250,59,54788.2,61,,14.31,1.92,0.14,0.25,64.25,3,Channel_A,Area_A
R22970,41,92585.41,72,1188.74,17.4,14.65,0.0,0.03,72.16,3,Channel_A,Area_A
R38071,60,486.39,1,1.12,0.16,118.91,0.43,0.2,9.19,2,Channel_A,Area_C
R36935,69,93059.79,72,438.36,15.45,0.21,0.39,0.15,71.25,0,Channel_A,Area_C
R03027,35,64910.77,1,28.95,6.83,29.46,0.55,0.32,45.93,2,Channel_C,Area_A
R39330,44,99253.96,72,1477.72,15.66,102.76,0.0,0.0,43.68,2,Channel_B,Area_A
R10864,38,131.11,1,,0.09,128.01,0.51,0.4,0.0,,Channel_A,Area_B
R07222,37,28619.24,20,3.9,2.31,20.64,0.11,0.08,40.06,0,Channel_C,Area_B
R40962,40,19674.56,19,0.3,0.81,31.91,0.26,,78.62,2,Channel_A,Area_B
R11302,35,0.0,1,0.0,0.0,90.25,0.54,0.27,10.15,3,Channel_A,Area_A
R48319,39,39211.2,1,0.0,1.32,32.38,0.35,0.07,59.55,2,Channel_B,Area_B
R34731,70,290.15,1,0.0,0.08,204.71,0.39,0.14,44.04,4,Channel_A,Area_A
R39011,22,284.74,1,0.0,0.0,175.75,0.32,0.14,23.96,1,Channel_C,Area_B
R35317,68,2289.71,1,2.3,7.47,21.49,0.26,0.16,31.45,1,Channel_B,Area_C
R00367,62,603.86,1,131.97,0.04,210.07,0.38,0.21,10.26,3,Channel_C,Area_A
R19081,26,137639.0,72,780.29,30.14,0.62,0.0,,136.26,0,Channel_A,Area_B
R02451,42,31989.42,3,60.85,7.98,32.84,0.18,0.1,,0,Channel_A,Area_B
R23737,44,111363.66,51,0.0,0.05,33.07,0.15,,,4,Channel_A,Area_B
R43918,32,49834.18,72,582.44,9.32,35.49,0.11,0.08,57.97,1,Channel_A,Area_A
R14784,25,487.33,1,0.0,0.05,223.14,0.19,,62.32,2,Channel_C,Area_C
R43080,37,51191.3,33,295.03,1.01,110.5,,0.15,30.04,0,Channel_C,Area_B
R17748,24,0.0,1,3.1,0.03,130.88,0.44,0.09,65.07,1,Channel_A,Area_C
R15202,54,0.0,44,163.68,0.0,154.18,0.57,0.14,157.73,1,Channel_A,Area_A
R13269,63,53855.33,72,413.15,10.62,0.0,0.32,0.0,105.1,0,Channel_B,Area_A
R00379,56,157.1,1,0.0,0.0,87.04,0.72,0.13,71.26,1,Channel_B,Area_A
R17397,21,39491.21,1,0.0,1.62,32.38,0.5,0.21,61.43,2,Channel_A,Area_B
R05405,20,0.0,1,2.74,0.11,72.75,0.56,0.4,0.0,5,Channel_A,Area_B
R18851,57,59315.26,10,158.98,0.0,97.63,0.07,0.08,114.76,1,Channel_C,Area_A
R45159,37,701.9,1,0.58,,99.66,0.42,0.37,67.16,2,Channel_C,Area_B
R08022,24,35680.93,72,373.44,9.98,0.53,0.24,0.05,65.84,0,Channel_B,Area_A
R22129,63,624.28,1,,0.0,219.6,0.43,0.22,1.41,0,Channel_C,Area_A
R11066,27,18263.49,14,205.14,6.38,40.82,0.43,0.11,114.18,1,Channel_C,Area_A
R17980,39,820.52,1,1.87,0.07,179.03,0.33,,0.44,3,Channel_C,Area_A
R07366,50,2759.39,1,131.67,5.85,43.89,0.4,0.37,27.06,0,Channel_A,Area_A
R16160,34,0.0,1,0.0,0.07,146.79,0.45,0.23,0.0,3,Channel_B,Area_A
R37583,46,0.0,1,0.0,0.01,132.63,0.36,0.23,41.57,0,Channel_A,Area_A
R35305,69,50702.96,72,574.2,9.6,24.92,0.07,0.13,111.38,1,Channel_C,Area_A
R45731,36,74.44,1,0.0,0.04,112.3,0.39,0.08,120.31,4,Channel_A,Area_B
R23556,36,37280.45,38,63.35,0.66,70.54,0.16,0.04,126.61,0,Channel_A,Area_A
R04896,40,116136.39,72,1349.59,18.48,40.85,0.36,0.0,49.52,1,Channel_A,Area_A
R01549,23,130032.84,72,820.12,17.13,0.31,0.0,0.26,186.81,2,Channel_C,Area_B
R41222,32,0.0,1,3.56,0.0,198.59,0.38,0.59,0.0,4,Channel_A,Area_C
R20138,32,0.0,54,112.89,0.97,79.36,0.47,0.06,27.33,1,Channel_B,Area_A
R00136,59,20447.0,1,103.9,3.67,28.84,0.21,0.26,34.62,1,Channel_C,Area_A
R47694,59,,1,0.0,0.02,72.12,,0.29,167.97,2,Channel_A,Area_C
R30366,54,0.0,3,,0.09,284.58,0.13,,5.13,2,Channel_C,Area_A
R46763,50,3479.26,1,98.7,7.84,35.75,0.4,0.12,69.23,2,Channel_A,Area_A
R22969,55,0.0,1,0.32,,172.38,,0.07,121.24,2,Channel_B,Area_C
R18791,44,0.0,8,0.0,1.25,32.66,0.42,0.02,158.59,0,Channel_A,Area_C
R09283,41,52658.31,72,644.47,11.21,36.85,0.05,0.18,91.76,2,Channel_A,Area_C
R28051,50,28231.19,14,32.63,4.91,18.15,0.32,0.21,68.58,2,Channel_C,Area_B
R11604,56,0.0,1,0.0,0.07,105.08,0.45,0.08,13.1,4,Channel_A,Area_B
R18381,22,0.0,1,5.26,0.06,77.33,,0.27,52.24,0,Channel_A,Area_C
R08558,65,122513.68,72,311.51,6.96,1.42,0.16,0.0,186.83,1,Channel_A,Area_A
R39203,29,0.0,1,0.0,0.07,144.93,0.42,0.4,0.7,3,Channel_A,Area_C
R29617,51,203.66,10,121.64,3.0,63.66,0.47,0.04,39.18,1,Channel_A,Area_B
R16104,53,0.0,1,0.0,0.0,128.19,0.51,0.37,90.24,2,Channel_B,Area_B
R48390,27,0.0,1,0.0,0.0,119.36,,0.11,31.67,1,Channel_B,Area_C
R22634,37,162.29,1,0.0,,170.98,0.35,0.15,18.86,1,Channel_A,Area_B
R02846,38,90265.81,72,452.5,13.54,3.08,0.08,0.08,43.95,0,Channel_A,Area_B
R17927,65,38228.29,1,2.0,0.0,214.19,0.9,0.21,12.6,0,Channel_A,Area_A
R18758,29,0.0,1,2.42,0.17,162.0,,0.11,18.14,4,Channel_A,Area_A
R27537,47,0.0,1,0.0,0.0,123.13,0.39,0.07,,2,Channel_A,Area_A
R11640,19,0.0,1,10.78,0.08,396.31,0.58,0.1,35.63,3,Channel_C,Area_C
R13474,47,41.62,1,5.39,0.0,311.39,0.43,0.26,0.0,2,Channel_A,Area_C
R27325,46,0.0,1,2.66,0.0,119.41,0.38,0.13,86.24,2,Channel_C,Area_C
R46701,69,751.83,1,5.97,0.11,147.0,0.52,0.12,33.34,3,Channel_C,Area_C
R39744,53,,72,1242.16,17.08,41.6,0.24,0.12,58.81,1,Channel_A,Area_B
R15058,51,122698.87,72,1099.22,17.87,0.0,0.09,,247.52,3,Channel_A,Area_B
R34394,55,5961.97,28,335.72,0.77,120.71,0.57,0.11,43.8,0,Channel_B,Area_A
R39497,47,44.3,1,3.34,0.08,417.86,0.29,,66.25,1,Channel_C,Area_A
R43754,49,18041.42,53,110.55,1.19,64.62,0.66,0.25,33.14,5,Channel_A,Area_A
R26613,29,41962.61,72,550.86,10.42,18.6,0.01,0.08,27.48,2,Channel_C,Area_A
R45278,69,72163.05,1,0.0,0.0,197.88,0.28,0.12,20.65,5,Channel_B,Area_A
R16794,36,32459.91,1,2.86,1.52,17.76,0.57,0.06,80.85,1,Channel_C,Area_A
R05713,47,24192.11,1,197.6,1.42,85.59,0.48,0.1,104.06,2,Channel_A,Area_A
R05094,25,0.0,1,0.0,0.07,156.14,0.34,0.07,22.74,2,Channel_C,Area_C
R38794,25,6173.05,1,0.0,0.04,150.84,0.2,0.14,15.61,2,Channel_C,Area_C
R38233,50,7.93,1,0.65,0.06,86.46,,0.14,86.58,2,Channel_A,Area_B
R12483,47,57328.57,72,663.97,10.18,37.36,0.22,0.07,117.91,1,Channel_A,Area_B
R02078,28,193614.13,72,378.85,9.92,0.83,0.0,0.05,68.47,2,Channel_A,Area_C
R21739,37,23371.68,1,13.98,3.33,50.07,0.6,0.16,104.62,3,Channel_C,Area_A
R23827,26,560.74,1,0.0,0.11,122.07,0.39,0.18,40.99,3,Channel_C,Area_A
R15215,31,762.4,32,103.7,2.25,68.8,0.62,0.37,,0,Channel_B,Area_A
R29102,60,129770.09,72,845.59,26.2,0.0,0.0,0.05,,1,Channel_B,Area_B
R18703,18,476.43,1,0.82,0.0,178.68,0.43,0.08,38.74,4,Channel_C,Area_B
R43568,47,94074.82,72,1089.7,19.16,4.49,0.0,0.12,98.71,2,Channel_A,Area_A
R21465,69,0.0,1,3.21,0.05,81.53,0.94,0.13,43.17,2,Channel_A,Area_A
R00235,28,209.09,1,7.04,0.14,278.66,0.53,0.32,12.11,3,Channel_A,Area_A
R01555,35,75547.23,72,344.85,14.04,1.37,0.03,0.05,60.81,3,Channel_C,Area_C
R43703,62,0.0,1,2.96,0.0,172.95,0.38,0.19,56.8,,Channel_A,Area_B
R01295,56,627.59,1,2.73,0.0,128.95,0.49,0.09,55.49,2,Channel_B,Area_A
R38115,56,105475.7,72,448.2,8.95,10.81,0.07,0.07,67.19,0,Channel_A,Area_B
R00196,39,0.0,1,0.0,0.0,245.31,0.74,0.31,66.02,1,Channel_A,Area_A
R48775,18,306.95,5,76.65,2.8,40.64,0.55,0.09,65.48,1,Channel_A,Area_A
R45932,50,386.99,1,1.13,0.0,199.97,0.46,0.18,15.97,1,Channel_A,Area_C
R35734,32,77232.05,72,706.17,10.59,36.99,0.07,0.19,19.12,1,Channel_C,Area_C
R16031,27,366.86,26,88.7,0.29,87.97,0.46,0.11,138.79,2,Channel_C,Area_A
R03683,41,127142.72,72,,19.78,27.16,0.04,0.0,,0,Channel_A,Area_A
R38577,50,45357.06,1,0.67,0.01,158.11,0.55,0.38,61.28,0,Channel_A,Area_A
R27604,64,307.01,1,0.0,0.0,62.89,0.27,0.06,53.45,1,Channel_C,Area_A
R23271,24,6250.43,58,249.39,1.12,125.12,0.17,0.12,71.56,2,Channel_B,Area_A
R19127,66,0.0,1,0.2,0.0,92.07,0.49,0.12,0.0,1,Channel_A,Area_B
R26309,66,1021.86,1,231.63,0.0,173.33,0.6,0.22,0.0,2,Channel_C,Area_A
R47344,28,114841.84,72,,19.62,0.22,0.0,0.03,,0,Channel_C,Area_A
R33055,19,0.0,1,0.0,0.12,144.91,0.46,0.14,31.82,5,Channel_A,Area_C
R21146,28,37486.55,8,200.94,6.93,54.64,0.23,0.09,69.81,2,Channel_A,Area_A
R37085,64,,1,0.0,0.0,154.42,0.23,0.27,0.0,3,Channel_A,Area_B
R41369,51,0.0,1,0.0,0.0,62.72,0.19,0.36,0.0,2,Channel_B,Area_C
R49758,26,0.0,1,0.0,0.14,200.57,0.54,0.06,0.0,1,Channel_A,Area_C
R25937,29,19409.85,1,138.88,1.23,58.42,0.54,0.17,29.04,1,Channel_A,Area_A
R16004,49,104.62,1,0.0,0.02,87.17,0.41,0.24,36.42,3,Channel_B,Area_C
R31783,52,112003.99,72,,25.86,0.0,0.1,0.05,90.36,1,Channel_A,Area_A
R21631,29,1038.96,1,0.0,0.0,101.47,0.35,0.09,,5,Channel_B,Area_B
R13289,65,249.99,1,0.0,0.02,103.68,0.55,0.34,0.25,1,Channel_C,Area_A
R21874,39,418.44,1,0.33,0.08,185.77,0.72,0.07,36.03,1,Channel_A,Area_C
R10533,60,1434.35,1,0.0,0.06,140.64,0.33,0.18,86.26,2,Channel_C,Area_B
R16053,21,1057.16,36,169.91,1.66,85.21,0.18,0.17,34.55,0,Channel_C,Area_B
R09140,29,,1,2.58,5.47,23.36,0.14,0.44,20.5,1,Channel_A,Area_C
R16636,51,0.0,1,5.3,0.13,132.38,0.28,0.23,119.93,2,Channel_A,Area_A
R40491,57,114550.22,72,1393.13,16.38,62.86,0.0,0.22,144.75,0,Channel_B,Area_A
R41157,18,0.0,1,6.29,0.0,231.04,0.44,0.04,53.59,1,Channel_C,Area_A
R04654,18,144179.33,72,1106.75,19.94,0.02,0.16,,87.6,5,Channel_B,Area_B
R34577,50,70276.12,72,426.84,11.29,0.55,0.07,0.14,50.82,3,Channel_C,Area_C
R33452,20,111011.93,72,1084.69,18.13,0.0,0.0,0.23,97.88,0,Channel_A,Area_A
R26949,39,1737.49,1,4.4,0.0,116.81,0.53,0.16,71.71,1,Channel_C,Area_B
R34771,32,0.0,1,0.13,0.0,171.09,0.47,0.21,48.68,1,Channel_A,Area_C
R07594,28,20233.36,12,23.23,2.1,48.28,0.15,0.13,82.61,2,Channel_C,Area_A
R01480,69,12473.6,47,121.7,0.51,80.53,0.51,0.22,77.06,4,Channel_A,Area_A
R14492,19,0.0,1,5.38,0.05,87.33,0.35,0.22,26.78,1,Channel_C,Area_B
R33305,54,7997.47,10,1.59,0.15,40.34,0.79,0.15,,1,Channel_C,Area_C
R24979,50,134633.63,72,1139.67,21.57,0.37,0.0,0.07,131.3,0,Channel_C,Area_B
R01497,61,114341.46,72,953.07,21.76,0.66,0.41,0.33,55.99,1,Channel_A,Area_B
R06436,36,0.0,1,0.0,0.04,122.34,0.57,0.05,27.79,3,Channel_A,Area_A
R05002,64,207572.83,13,80.36,5.2,44.01,0.13,0.04,87.91,1,Channel_C,Area_B
R01410,69,67898.38,72,308.57,12.49,1.01,0.03,0.0,114.19,1,Channel_C,Area_A
R27730,22,42857.57,7,574.71,1.39,106.28,0.13,0.18,55.49,2,Channel_A,Area_A
R28045,68,75955.89,72,315.0,8.3,0.0,0.26,0.0,72.16,4,Channel_A,Area_C
R06378,59,0.0,1,5.46,0.01,79.53,0.67,0.1,0.23,2,Channel_B,Area_B
R42513,36,14118.08,6,299.4,9.74,42.48,0.23,0.03,57.13,2,Channel_A,Area_A
R21391,25,3370.62,1,2.51,0.0,132.54,0.3,0.14,37.86,1,Channel_A,Area_C
R19013,39,0.0,1,0.94,,78.7,0.21,0.18,,1,Channel_A,Area_A
R00777,35,57802.92,72,296.27,8.94,0.0,0.2,0.2,59.4,4,Channel_B,Area_A
R36461,56,0.0,1,1.09,0.09,123.27,0.27,0.11,,1,Channel_A,Area_C
R47951,70,231.12,1,2.75,0.08,114.36,0.33,0.39,10.9,1,Channel_A,Area_A
R44039,27,34781.55,1,144.09,8.57,39.6,0.55,0.09,22.29,0,Channel_C,Area_A
R30843,69,141410.72,50,2.18,0.12,91.03,0.25,0.09,41.27,1,Channel_C,Area_A
R10609,58,536.51,1,0.0,0.0,122.18,0.65,0.12,86.26,1,Channel_B,Area_A
R43805,42,43897.49,72,360.65,10.26,0.0,0.18,0.0,115.93,2,Channel_B,Area_A
R02083,55,440.08,1,0.0,0.02,119.05,0.69,0.16,11.06,2,Channel_A,Area_C
R03406,66,122432.3,72,999.97,18.07,0.0,0.17,,107.25,3,Channel_A,Area_B
R46854,38,5646.72,1,0.0,0.0,183.86,0.22,0.27,1.58,1,Channel_A,Area_A
R19861,31,0.0,1,1.84,0.06,76.12,0.37,0.28,22.17,1,Channel_A,Area_A
R48852,21,40613.12,72,388.03,11.44,3.02,0.1,0.07,118.82,0,Channel_A,Area_A
R47784,60,78936.59,13,202.03,11.37,38.17,0.23,0.2,106.35,1,Channel_A,Area_C
R03901,35,69645.77,72,458.62,11.8,0.0,0.04,0.16,108.83,2,Channel_A,Area_B
R22209,37,0.0,1,123.11,0.0,179.13,0.19,0.33,128.65,0,Channel_A,Area_A
R32531,20,212.33,1,4.3,0.0,217.94,0.53,0.08,28.24,2,Channel_A,Area_B
R38074,26,692.73,1,0.0,0.15,109.76,0.28,0.08,58.49,2,Channel_A,Area_B
R36769,62,63846.11,72,537.74,,1.11,0.3,0.28,51.86,,Channel_B,Area_A
R27784,45,337.37,1,1.66,5.05,65.51,0.38,0.13,71.6,0,Channel_A,Area_B
R28464,31,51448.66,72,541.69,9.15,35.99,0.34,0.18,86.4,0,Channel_A,Area_B
R35475,64,405.74,1,0.0,0.04,200.26,0.42,0.07,76.54,0,Channel_A,Area_B
R10837,43,79792.21,72,623.17,10.92,25.65,,0.12,84.52,1,Channel_A,Area_A
R17772,69,,1,0.0,0.0,102.19,0.62,0.06,,2,Channel_A,Area_A
R20759,59,89785.06,72,374.28,12.26,2.13,0.11,0.17,98.5,0,Channel_A,Area_A
R01420,70,250.01,1,0.58,0.12,194.36,0.3,0.2,39.92,2,Channel_C,Area_B
R46515,69,96066.27,72,633.39,12.84,27.22,0.16,0.0,61.16,1,Channel_C,Area_A
R02174,67,61232.29,72,462.95,8.85,18.2,0.24,0.19,29.59,1,Channel_C,Area_B
R42279,54,128713.58,72,479.49,11.96,1.75,,0.13,44.81,3,Channel_B,Area_A
R26887,66,79377.0,72,884.36,9.51,80.84,0.03,0.01,114.08,0,Channel_A,Area_C
R06875,46,12.49,1,308.84,0.0,229.32,,0.12,34.91,2,Channel_A,Area_A
R46375,37,41082.88,7,138.0,5.2,55.35,0.2,0.24,92.17,4,Channel_C,Area_A
R17476,44,22991.02,28,77.55,1.49,63.25,0.32,0.03,,2,Channel_A,Area_B
R44643,22,62654.1,49,546.0,6.52,72.89,0.0,0.0,55.56,0,Channel_B,Area_C
R04773,59,568.23,1,0.0,0.02,168.54,0.27,0.18,0.0,0,Channel_B,Area_A
R24752,62,0.0,1,0.0,0.0,128.62,0.62,0.09,36.28,1,Channel_A,Area_C
R11042,20,0.0,1,0.0,0.0,178.6,0.32,0.26,12.9,2,Channel_A,Area_B
R03399,21,0.0,1,0.0,,106.34,0.41,0.21,1.26,4,Channel_B,Area_B
R33073,32,0.0,30,0.0,0.0,32.8,0.55,,151.91,2,Channel_C,Area_B
R08061,33,0.0,1,0.0,0.0,92.01,0.68,0.18,0.0,2,Channel_A,Area_C
R06945,33,0.0,1,0.0,0.02,81.39,0.47,0.09,,1,Channel_C,Area_B
R44347,46,0.0,1,0.0,0.0,117.4,0.44,0.15,1.89,1,Channel_A,Area_A
R31644,40,0.0,1,120.22,0.11,521.78,0.28,0.05,60.31,2,Channel_B,Area_B
R19141,60,0.0,1,0.0,0.0,111.57,0.42,0.1,51.35,1,Channel_A,Area_B
R27333,54,71743.35,72,651.96,12.22,21.28,0.53,0.11,162.98,2,Channel_A,Area_C
R36822,61,263.48,1,5.26,0.0,144.74,0.48,0.23,31.73,2,Channel_C,Area_A
R09493,60,61605.14,72,374.01,9.4,0.45,0.06,0.45,87.81,1,Channel_C,Area_A
R30097,18,41910.44,3,210.75,13.15,15.77,0.28,0.39,37.87,2,Channel_B,Area_B
R06812,31,56784.63,72,397.72,11.78,0.0,0.4,0.2,44.15,4,Channel_A,Area_B
R43339,45,60482.94,72,386.74,11.07,0.0,0.32,0.24,142.65,1,Channel_A,Area_A
R38244,30,841.73,1,6.28,0.02,188.81,0.41,0.15,0.0,3,Channel_A,Area_A
R03487,27,25584.57,2,166.57,11.93,36.2,0.46,0.19,32.26,1,Channel_B,Area_A
R03574,57,0.0,1,0.73,0.06,139.54,0.34,0.1,111.4,1,Channel_C,Area_C
R06719,66,169329.92,72,1152.61,20.21,2.13,0.23,0.15,,1,Channel_A,Area_A
R42171,70,69551.72,72,449.35,10.36,4.63,,0.43,29.15,2,Channel_A,Area_A
R25480,35,33969.81,54,498.02,1.75,138.21,0.67,0.18,59.61,2,Channel_C,Area_A
R08577,43,0.0,1,0.0,0.1,116.98,0.46,,3.42,2,Channel_A,Area_B
R16751,37,0.0,1,0.0,,130.35,,0.07,33.88,2,Channel_B,Area_A
R39274,29,19638.07,1,21.46,3.52,27.71,0.37,0.08,61.9,2,Channel_B,Area_A
R25597,20,7968.57,3,39.77,5.27,36.8,0.31,,50.84,1,Channel_C,Area_A
R06126,32,0.0,1,0.0,0.0,201.63,0.33,0.52,32.13,3,Channel_A,Area_C
R04046,23,,1,143.18,0.0,377.69,0.52,0.09,8.49,0,Channel_B,Area_A
R04212,50,108430.44,72,535.34,10.86,2.16,0.4,0.1,20.87,0,Channel_A,Area_A
R32628,69,143279.0,72,933.21,28.04,0.0,0.09,0.01,95.72,0,Channel_A,Area_A
R39297,35,66597.98,72,579.69,9.11,16.8,0.36,0.1,133.14,4,Channel_C,Area_C
R43074,54,0.0,1,6.08,0.04,133.29,0.41,0.13,,2,Channel_A,Area_A
R46677,42,121660.1,72,1023.01,23.31,0.0,0.0,0.1,161.07,0,Channel_A,Area_A
R46265,33,0.0,1,1.86,0.02,250.51,0.28,0.11,0.0,2,Channel_A,Area_C
R38817,26,562.39,1,0.0,0.2,100.41,0.31,0.08,0.0,1,Channel_B,Area_B
R13883,58,68400.91,72,672.48,11.23,31.68,0.0,0.13,51.45,2,Channel_B,Area_B
R04867,57,38225.6,52,22.52,0.03,63.9,0.37,0.29,49.89,3,Channel_B,Area_A
R20463,20,0.0,1,4.71,0.2,255.34,0.54,0.12,31.62,1,Channel_A,Area_A
R45138,39,61350.16,72,393.67,,0.0,0.12,0.01,41.73,1,Channel_A,Area_A
R37021,37,40292.6,72,492.81,10.75,9.4,0.13,0.08,141.16,0,Channel_A,Area_A
R43232,46,1281.7,1,4.57,0.0,190.5,0.46,0.29,17.06,1,Channel_A,Area_A
R13771,22,57053.23,17,205.0,7.47,31.34,0.36,0.09,21.57,,Channel_C,Area_A
R15745,53,24940.97,1,0.0,0.13,213.23,0.39,0.25,0.18,3,Channel_C,Area_A
R42147,40,95070.68,72,,11.36,13.09,0.07,0.53,133.54,3,Channel_C,Area_A
R34693,63,614.32,1,,0.05,130.53,,0.08,6.14,1,Channel_B,Area_B
R23571,40,,1,143.56,1.02,87.12,0.54,0.16,74.37,2,Channel_B,Area_C
R02134,62,0.0,1,399.73,0.13,157.72,0.36,0.09,44.6,2,Channel_B,Area_B
R47818,44,12312.72,47,175.64,1.51,79.18,0.24,0.2,50.14,1,Channel_C,Area_A
R48315,69,0.0,1,4.64,0.0,158.51,0.6,0.22,60.5,0,Channel_A,Area_A
R05814,31,65040.88,4,8.1,4.62,42.87,0.4,0.18,104.83,1,Channel_B,Area_A
R44422,25,119868.12,72,1030.74,20.71,0.0,0.0,0.07,73.6,1,Channel_C,Area_A
R13827,35,13.19,1,0.0,0.18,129.2,0.79,0.22,14.1,1,Channel_C,Area_B
R21683,34,0.0,1,1.52,0.09,154.85,0.66,0.07,9.57,2,Channel_C,Area_C
R12471,19,92933.85,72,293.08,,1.48,0.3,0.16,86.28,1,Channel_B,Area_A
R41957,43,87489.25,11,194.61,7.38,46.44,0.49,0.08,40.11,0,Channel_A,Area_B
R31942,27,0.0,1,0.0,0.0,107.09,0.28,0.11,254.98,0,Channel_A,Area_B
R15427,42,9040.37,1,35.84,11.86,29.29,0.21,0.01,1.29,1,Channel_B,Area_B
R13025,24,1671.75,1,4.94,0.0,102.98,0.35,0.22,76.14,1,Channel_C,Area_B
R34417,45,53748.8,59,,2.17,100.09,0.15,0.3,122.6,2,Channel_A,Area_A
R00504,58,60444.31,55,812.37,8.69,82.04,0.42,0.07,45.7,4,Channel_A,Area_B
R24746,42,12741.27,21,41.99,5.58,30.87,0.31,0.12,49.19,3,Channel_C,Area_B
R36386,66,99310.23,72,1467.56,12.39,395.4,0.18,0.03,61.53,2,Channel_A,Area_A
R08125,40,488.33,1,2.97,0.0,129.78,0.44,0.09,80.14,2,Channel_B,Area_A
R35299,45,513.07,1,0.0,0.0,76.3,0.5,0.27,94.68,3,Channel_A,Area_B
R01285,39,426.1,1,3.52,0.11,177.07,0.43,0.24,0.11,3,Channel_A,Area_B
R24773,23,62610.21,72,301.1,14.92,0.0,0.28,0.15,58.65,1,Channel_C,Area_B
